Id;AvgPathLength;HasLoop;AvgCountLoop;CountReqEcCovered;EdgeCoverage;CountReqPcCovered;PrimePathCoverage
net.objecthunter.exp4j.ExpressionBuilderTest.testOperators2();17;1;4;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testOperators3();17;1;4;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testModulo1();17;1;4;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testOperators4();17;1;4;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder01();21;1;6;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder02();21;1;6;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder03();21;1;6;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder04();21;1;6;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder05();19;1;5;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder06();23;1;7;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder5();17;1;4;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder07();19;1;5;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder08();19;1;5;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testSameName();14;1;2;2;0.14285714285714285;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testInvalidFunction();19;1;5;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testMissingVar();21;1;6;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testUnaryMinusPowerPrecedence();17;1;4;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testUnaryMinus();17;1;4;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpression1();17;1;4;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpression10();17;1;4;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpression11();21;1;6;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder6();17;1;4;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpression12();17;1;4;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpression13();17;1;4;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpression14();17;1;4;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpression15();17;1;4;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder7();19;1;5;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder8();23;1;7;0;0;0;0
net.objecthunter.exp4j.FunctionsTest.testFunctionNameNegativeArgs();4;0;0;3;0.3333333333333333;1;0.3333333333333333
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction10();6;0;0;4;0.4444444444444444;1;0.3333333333333333
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction11();6;0;0;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction12();6;0;0;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction13();6;0;0;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction14();6;0;0;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction15();6;0;0;0;0;0;0
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction16();6;0;0;0;0;0;0
net.objecthunter.exp4j.FunctionsTest.testFunctionNameZeroArgs();6;0;0;0;0;0;0
net.objecthunter.exp4j.FunctionsTest.testCheckFunctionNames();27.53846153846154;1;4.769230769230769;16;0.8421052631578947;16;0.7619047619047619
